CISP,Month,Year,Year month,Attempted murder,Rape,Missing people,Homicides,Thefts,Kidnapping,Area,Crimes
16,4,2016,2016-04-01,2,8,3,5,511,0,Barra da Tijuca,529
16,5,2016,2016-05-01,0,8,7,3,518,0,Barra da Tijuca,536
16,6,2016,2016-06-01,0,5,5,2,503,0,Barra da Tijuca,515
16,7,2016,2016-07-01,9,6,7,0,477,0,Barra da Tijuca,499
16,8,2016,2016-08-01,6,7,8,10,608,0,Barra da Tijuca,639
16,9,2016,2016-09-01,6,3,6,4,586,0,Barra da Tijuca,605
16,10,2016,2016-10-01,6,2,6,3,478,0,Barra da Tijuca,495
16,11,2016,2016-11-01,2,0,1,3,656,0,Barra da Tijuca,662
16,12,2016,2016-12-01,1,5,5,2,520,0,Barra da Tijuca,533
16,1,2017,2017-01-01,2,3,1,3,472,0,Barra da Tijuca,481
16,2,2017,2017-02-01,3,3,5,6,335,3,Barra da Tijuca,355
16,3,2017,2017-03-01,1,3,4,3,903,0,Barra da Tijuca,914
16,4,2017,2017-04-01,2,5,5,4,578,1,Barra da Tijuca,595
16,5,2017,2017-05-01,0,2,6,5,719,0,Barra da Tijuca,732
16,6,2017,2017-06-01,2,1,2,11,527,0,Barra da Tijuca,543
16,7,2017,2017-07-01,2,3,3,8,625,0,Barra da Tijuca,641
16,8,2017,2017-08-01,3,1,2,5,596,0,Barra da Tijuca,607
16,9,2017,2017-09-01,1,3,3,2,916,0,Barra da Tijuca,925
16,10,2017,2017-10-01,1,1,8,4,730,0,Barra da Tijuca,744
16,11,2017,2017-11-01,3,4,3,1,611,0,Barra da Tijuca,622
16,12,2017,2017-12-01,3,7,0,3,583,0,Barra da Tijuca,596
16,1,2018,2018-01-01,0,4,3,5,673,1,Barra da Tijuca,686
16,2,2018,2018-02-01,3,4,5,2,535,0,Barra da Tijuca,549
16,3,2018,2018-03-01,2,3,5,7,585,2,Barra da Tijuca,604
16,4,2018,2018-04-01,3,6,1,10,620,1,Barra da Tijuca,641
16,5,2018,2018-05-01,3,2,5,7,655,0,Barra da Tijuca,672
16,6,2018,2018-06-01,4,5,3,2,471,0,Barra da Tijuca,485
16,7,2018,2018-07-01,1,1,2,3,426,0,Barra da Tijuca,433
16,8,2018,2018-08-01,1,3,0,5,525,0,Barra da Tijuca,534
16,9,2018,2018-09-01,1,4,0,7,451,0,Barra da Tijuca,463
16,10,2018,2018-10-01,6,1,4,3,513,0,Barra da Tijuca,527
16,11,2018,2018-11-01,3,4,3,2,524,0,Barra da Tijuca,536
16,12,2018,2018-12-01,11,4,4,5,460,0,Barra da Tijuca,484
17,1,2003,2003-01-01,3,2,2,6,251,0,São Cristóvão,264
17,2,2003,2003-02-01,6,1,2,8,258,0,São Cristóvão,275
17,3,2003,2003-03-01,7,5,5,3,200,0,São Cristóvão,220
17,4,2003,2003-04-01,6,4,6,5,207,0,São Cristóvão,228
17,5,2003,2003-05-01,9,2,3,4,245,0,São Cristóvão,263
17,6,2003,2003-06-01,0,1,1,7,254,0,São Cristóvão,263
17,7,2003,2003-07-01,2,2,3,2,258,0,São Cristóvão,267
17,8,2003,2003-08-01,1,3,5,6,221,0,São Cristóvão,236
17,9,2003,2003-09-01,2,0,2,5,266,0,São Cristóvão,275
17,10,2003,2003-10-01,0,0,7,3,257,0,São Cristóvão,267
17,11,2003,2003-11-01,13,0,2,5,305,0,São Cristóvão,325
17,12,2003,2003-12-01,7,1,6,10,272,0,São Cristóvão,296
17,1,2004,2004-01-01,6,1,5,8,325,0,São Cristóvão,345
17,2,2004,2004-02-01,4,0,1,5,271,0,São Cristóvão,281
17,3,2004,2004-03-01,3,3,2,10,366,0,São Cristóvão,384
17,4,2004,2004-04-01,6,2,1,8,334,0,São Cristóvão,351
17,5,2004,2004-05-01,8,0,3,11,330,0,São Cristóvão,352
17,6,2004,2004-06-01,7,1,6,8,321,0,São Cristóvão,343
17,7,2004,2004-07-01,13,1,4,11,339,0,São Cristóvão,368
17,8,2004,2004-08-01,0,1,0,3,310,0,São Cristóvão,314
17,9,2004,2004-09-01,0,3,10,5,304,0,São Cristóvão,322
17,10,2004,2004-10-01,3,2,4,3,305,0,São Cristóvão,317
17,11,2004,2004-11-01,1,0,3,5,284,0,São Cristóvão,293
17,12,2004,2004-12-01,1,1,3,5,265,0,São Cristóvão,275
17,1,2005,2005-01-01,8,3,6,10,278,0,São Cristóvão,305
17,2,2005,2005-02-01,9,3,1,4,217,0,São Cristóvão,234
17,3,2005,2005-03-01,5,9,3,9,261,0,São Cristóvão,287
17,4,2005,2005-04-01,2,6,0,3,273,0,São Cristóvão,284
17,5,2005,2005-05-01,2,3,3,5,249,0,São Cristóvão,262
17,6,2005,2005-06-01,2,4,2,5,292,0,São Cristóvão,305
17,7,2005,2005-07-01,0,4,1,4,227,0,São Cristóvão,236
17,8,2005,2005-08-01,4,2,5,6,281,0,São Cristóvão,298
17,9,2005,2005-09-01,1,1,2,7,225,0,São Cristóvão,236
17,10,2005,2005-10-01,2,0,1,8,275,0,São Cristóvão,286
17,11,2005,2005-11-01,4,2,3,5,241,0,São Cristóvão,255
17,12,2005,2005-12-01,3,0,2,7,228,0,São Cristóvão,240
17,1,2006,2006-01-01,3,1,4,7,235,0,São Cristóvão,250
17,2,2006,2006-02-01,7,1,1,9,275,1,São Cristóvão,294
17,3,2006,2006-03-01,5,0,3,11,296,0,São Cristóvão,315
17,4,2006,2006-04-01,10,0,3,6,328,0,São Cristóvão,347
17,5,2006,2006-05-01,0,1,5,3,349,0,São Cristóvão,358
17,6,2006,2006-06-01,2,2,3,5,279,0,São Cristóvão,291
17,7,2006,2006-07-01,4,0,3,14,286,0,São Cristóvão,307
17,8,2006,2006-08-01,3,1,3,7,317,0,São Cristóvão,331
17,9,2006,2006-09-01,9,2,4,9,307,0,São Cristóvão,331
17,10,2006,2006-10-01,4,1,3,6,319,0,São Cristóvão,333
17,11,2006,2006-11-01,2,1,1,10,352,0,São Cristóvão,366
17,12,2006,2006-12-01,2,2,3,4,325,0,São Cristóvão,336
17,1,2007,2007-01-01,2,3,2,4,302,0,São Cristóvão,313
17,2,2007,2007-02-01,5,2,2,6,335,0,São Cristóvão,350
17,3,2007,2007-03-01,5,5,3,5,390,0,São Cristóvão,408
17,4,2007,2007-04-01,3,2,3,6,354,0,São Cristóvão,368
17,5,2007,2007-05-01,4,2,4,9,314,0,São Cristóvão,333
17,6,2007,2007-06-01,4,1,5,4,332,0,São Cristóvão,346
17,7,2007,2007-07-01,7,1,2,8,325,0,São Cristóvão,343
17,8,2007,2007-08-01,0,0,1,6,337,0,São Cristóvão,344
17,9,2007,2007-09-01,16,0,1,12,385,0,São Cristóvão,414
17,10,2007,2007-10-01,4,3,6,6,377,0,São Cristóvão,396
17,11,2007,2007-11-01,3,4,8,3,404,0,São Cristóvão,422
17,12,2007,2007-12-01,7,1,3,12,324,0,São Cristóvão,347
17,1,2008,2008-01-01,0,4,1,6,364,0,São Cristóvão,375
17,2,2008,2008-02-01,4,1,3,4,310,0,São Cristóvão,322
17,3,2008,2008-03-01,3,1,4,2,281,0,São Cristóvão,291
17,4,2008,2008-04-01,0,0,2,1,292,0,São Cristóvão,295
17,5,2008,2008-05-01,5,0,4,5,397,1,São Cristóvão,412
17,6,2008,2008-06-01,6,0,5,11,305,0,São Cristóvão,327
17,7,2008,2008-07-01,8,4,1,4,350,0,São Cristóvão,367
17,8,2008,2008-08-01,1,3,2,12,335,0,São Cristóvão,353
17,9,2008,2008-09-01,14,3,2,6,369,2,São Cristóvão,396
17,10,2008,2008-10-01,3,1,6,5,382,0,São Cristóvão,397
17,11,2008,2008-11-01,9,4,6,4,468,0,São Cristóvão,491
17,12,2008,2008-12-01,10,1,0,5,365,1,São Cristóvão,382
17,1,2009,2009-01-01,4,1,4,7,338,0,São Cristóvão,354
17,2,2009,2009-02-01,13,4,4,6,331,0,São Cristóvão,358
17,3,2009,2009-03-01,6,2,7,7,375,0,São Cristóvão,397
17,4,2009,2009-04-01,14,0,2,0,344,0,São Cristóvão,360
17,5,2009,2009-05-01,7,3,2,10,470,0,São Cristóvão,492
17,6,2009,2009-06-01,0,1,3,2,357,0,São Cristóvão,363
17,7,2009,2009-07-01,8,0,0,5,363,0,São Cristóvão,376
17,8,2009,2009-08-01,1,0,1,2,330,0,São Cristóvão,334
17,9,2009,2009-09-01,3,5,3,7,341,0,São Cristóvão,359
17,10,2009,2009-10-01,3,2,1,3,319,0,São Cristóvão,328
17,11,2009,2009-11-01,0,1,3,2,364,1,São Cristóvão,371
17,12,2009,2009-12-01,9,0,4,6,314,1,São Cristóvão,334
17,1,2010,2010-01-01,1,1,6,2,291,0,São Cristóvão,301
17,2,2010,2010-02-01,5,2,8,6,298,1,São Cristóvão,320
17,3,2010,2010-03-01,1,3,4,4,337,0,São Cristóvão,349
17,4,2010,2010-04-01,3,1,4,2,333,0,São Cristóvão,343
17,5,2010,2010-05-01,7,0,4,2,346,0,São Cristóvão,359
17,6,2010,2010-06-01,0,5,3,8,320,0,São Cristóvão,336
17,7,2010,2010-07-01,0,2,8,6,322,0,São Cristóvão,338
17,8,2010,2010-08-01,7,6,1,4,344,0,São Cristóvão,362
17,9,2010,2010-09-01,3,0,1,1,364,0,São Cristóvão,369
17,10,2010,2010-10-01,11,4,3,6,339,0,São Cristóvão,363
17,11,2010,2010-11-01,2,1,2,4,322,0,São Cristóvão,331
17,12,2010,2010-12-01,0,2,2,5,309,0,São Cristóvão,318
17,1,2011,2011-01-01,7,0,4,1,392,0,São Cristóvão,404
17,2,2011,2011-02-01,7,2,2,5,360,0,São Cristóvão,376
17,3,2011,2011-03-01,2,3,5,7,358,0,São Cristóvão,375
17,4,2011,2011-04-01,5,1,1,4,337,0,São Cristóvão,348
17,5,2011,2011-05-01,7,2,6,7,425,1,São Cristóvão,448
17,6,2011,2011-06-01,2,1,3,6,345,0,São Cristóvão,357
17,7,2011,2011-07-01,0,0,5,6,340,0,São Cristóvão,351
17,8,2011,2011-08-01,1,3,3,5,309,0,São Cristóvão,321
17,9,2011,2011-09-01,4,2,4,3,319,0,São Cristóvão,332
17,10,2011,2011-10-01,2,1,4,0,335,0,São Cristóvão,342
17,11,2011,2011-11-01,5,6,8,3,260,0,São Cristóvão,282
17,12,2011,2011-12-01,5,3,1,10,303,0,São Cristóvão,322
17,1,2012,2012-01-01,8,4,7,2,310,0,São Cristóvão,331
17,2,2012,2012-02-01,19,1,9,4,271,0,São Cristóvão,304
17,3,2012,2012-03-01,3,3,4,2,343,0,São Cristóvão,355
17,4,2012,2012-04-01,12,3,3,2,282,0,São Cristóvão,302
17,5,2012,2012-05-01,4,0,14,4,332,0,São Cristóvão,354
17,6,2012,2012-06-01,0,3,1,8,310,0,São Cristóvão,322
17,7,2012,2012-07-01,5,2,6,5,300,1,São Cristóvão,319
17,8,2012,2012-08-01,3,4,1,5,304,0,São Cristóvão,317
17,9,2012,2012-09-01,8,7,6,4,264,0,São Cristóvão,289
17,10,2012,2012-10-01,8,1,1,3,300,1,São Cristóvão,314
17,11,2012,2012-11-01,8,5,8,4,239,0,São Cristóvão,264
17,12,2012,2012-12-01,3,2,7,3,255,0,São Cristóvão,270
17,1,2013,2013-01-01,6,3,3,5,297,0,São Cristóvão,314
17,2,2013,2013-02-01,4,0,2,4,280,0,São Cristóvão,290
17,3,2013,2013-03-01,4,3,2,4,284,0,São Cristóvão,297
17,4,2013,2013-04-01,1,2,3,0,301,0,São Cristóvão,307
17,5,2013,2013-05-01,4,7,4,3,345,0,São Cristóvão,363
17,6,2013,2013-06-01,1,6,4,4,300,0,São Cristóvão,315
17,7,2013,2013-07-01,2,4,2,3,330,0,São Cristóvão,341
17,8,2013,2013-08-01,4,5,1,7,324,2,São Cristóvão,343
17,9,2013,2013-09-01,3,7,1,4,343,0,São Cristóvão,358
17,10,2013,2013-10-01,0,3,4,7,398,0,São Cristóvão,412
17,11,2013,2013-11-01,5,1,2,3,363,0,São Cristóvão,374
17,12,2013,2013-12-01,5,1,0,6,370,0,São Cristóvão,382
17,1,2014,2014-01-01,4,2,4,3,464,0,São Cristóvão,477
17,2,2014,2014-02-01,3,3,4,4,406,0,São Cristóvão,420
17,3,2014,2014-03-01,2,6,6,3,473,0,São Cristóvão,490
17,4,2014,2014-04-01,4,0,6,3,442,0,São Cristóvão,455
17,5,2014,2014-05-01,0,3,3,0,418,0,São Cristóvão,424
17,6,2014,2014-06-01,2,4,1,1,368,0,São Cristóvão,376
17,7,2014,2014-07-01,1,1,1,5,409,0,São Cristóvão,417
17,8,2014,2014-08-01,0,2,3,1,387,0,São Cristóvão,393
17,9,2014,2014-09-01,14,4,3,7,377,0,São Cristóvão,405
17,10,2014,2014-10-01,18,0,3,7,386,0,São Cristóvão,414
17,11,2014,2014-11-01,6,2,3,5,350,0,São Cristóvão,366
17,12,2014,2014-12-01,7,2,2,6,349,0,São Cristóvão,366
17,1,2015,2015-01-01,8,2,6,9,344,0,São Cristóvão,369
17,2,2015,2015-02-01,3,1,1,7,373,0,São Cristóvão,385
17,3,2015,2015-03-01,5,0,6,11,395,0,São Cristóvão,417
17,4,2015,2015-04-01,1,0,3,6,329,0,São Cristóvão,339
17,5,2015,2015-05-01,13,3,4,3,390,0,São Cristóvão,413
17,6,2015,2015-06-01,11,1,5,1,378,0,São Cristóvão,396
17,7,2015,2015-07-01,4,1,4,3,335,0,São Cristóvão,347
17,8,2015,2015-08-01,25,2,5,4,336,0,São Cristóvão,372
17,9,2015,2015-09-01,22,4,6,3,329,0,São Cristóvão,364
17,10,2015,2015-10-01,4,2,5,3,373,0,São Cristóvão,387
17,11,2015,2015-11-01,14,1,7,3,349,0,São Cristóvão,374
17,12,2015,2015-12-01,4,3,4,6,343,0,São Cristóvão,360
17,1,2016,2016-01-01,7,4,8,1,481,0,São Cristóvão,501
17,2,2016,2016-02-01,3,1,4,1,378,0,São Cristóvão,387
17,3,2016,2016-03-01,19,1,2,4,425,0,São Cristóvão,451
17,4,2016,2016-04-01,12,2,3,6,357,2,São Cristóvão,382
17,5,2016,2016-05-01,17,3,4,5,371,1,São Cristóvão,401
17,6,2016,2016-06-01,9,11,6,3,357,0,São Cristóvão,386
17,7,2016,2016-07-01,15,1,4,5,345,0,São Cristóvão,370
17,8,2016,2016-08-01,16,0,4,3,388,0,São Cristóvão,411
17,9,2016,2016-09-01,22,1,2,4,409,0,São Cristóvão,438
17,10,2016,2016-10-01,12,2,3,5,404,0,São Cristóvão,426
17,11,2016,2016-11-01,2,2,4,5,465,0,São Cristóvão,478
17,12,2016,2016-12-01,2,1,3,3,394,0,São Cristóvão,403
17,1,2017,2017-01-01,10,1,4,8,289,0,São Cristóvão,312
17,2,2017,2017-02-01,6,0,0,8,266,0,São Cristóvão,280
17,3,2017,2017-03-01,7,0,2,8,449,0,São Cristóvão,466
17,4,2017,2017-04-01,5,0,1,2,509,0,São Cristóvão,517
17,5,2017,2017-05-01,2,5,4,7,461,0,São Cristóvão,479
17,6,2017,2017-06-01,16,2,2,7,501,0,São Cristóvão,528
17,7,2017,2017-07-01,43,1,4,8,580,0,São Cristóvão,636
17,8,2017,2017-08-01,52,0,2,6,577,0,São Cristóvão,637
17,9,2017,2017-09-01,28,2,5,6,511,0,São Cristóvão,552
17,10,2017,2017-10-01,14,2,4,5,490,0,São Cristóvão,515
17,11,2017,2017-11-01,14,1,4,19,512,0,São Cristóvão,550
17,12,2017,2017-12-01,6,3,4,3,563,0,São Cristóvão,579
17,1,2018,2018-01-01,5,0,3,9,478,0,São Cristóvão,495
17,2,2018,2018-02-01,25,0,3,6,430,0,São Cristóvão,464
17,3,2018,2018-03-01,11,1,9,2,472,0,São Cristóvão,495
17,4,2018,2018-04-01,1,1,2,3,537,0,São Cristóvão,544
17,5,2018,2018-05-01,9,1,1,6,598,0,São Cristóvão,615
17,6,2018,2018-06-01,16,2,4,3,469,0,São Cristóvão,494
17,7,2018,2018-07-01,4,2,4,4,559,0,São Cristóvão,573
17,8,2018,2018-08-01,14,3,3,6,593,0,São Cristóvão,619
17,9,2018,2018-09-01,9,2,4,4,580,0,São Cristóvão,599
17,10,2018,2018-10-01,22,5,3,2,562,0,São Cristóvão,594
17,11,2018,2018-11-01,11,4,0,2,575,0,São Cristóvão,592
17,12,2018,2018-12-01,3,2,4,4,498,0,São Cristóvão,511
18,1,2003,2003-01-01,0,1,1,3,275,0,Praça da Bandeira,280
18,2,2003,2003-02-01,1,1,1,3,296,0,Praça da Bandeira,302
18,3,2003,2003-03-01,2,0,2,7,299,0,Praça da Bandeira,310
18,4,2003,2003-04-01,4,0,0,4,292,0,Praça da Bandeira,300
18,5,2003,2003-05-01,0,1,1,1,282,0,Praça da Bandeira,285
18,6,2003,2003-06-01,1,2,0,2,264,0,Praça da Bandeira,269
18,7,2003,2003-07-01,1,1,3,0,257,0,Praça da Bandeira,262
18,8,2003,2003-08-01,1,1,3,3,273,0,Praça da Bandeira,281
18,9,2003,2003-09-01,0,0,2,1,220,0,Praça da Bandeira,223
18,10,2003,2003-10-01,0,0,1,4,267,0,Praça da Bandeira,272
18,11,2003,2003-11-01,2,0,1,5,270,0,Praça da Bandeira,278
18,12,2003,2003-12-01,0,0,3,0,283,0,Praça da Bandeira,286
18,1,2004,2004-01-01,6,1,0,3,224,0,Praça da Bandeira,234
18,2,2004,2004-02-01,1,0,2,2,259,0,Praça da Bandeira,264
18,3,2004,2004-03-01,0,7,0,3,314,0,Praça da Bandeira,324
18,4,2004,2004-04-01,0,0,6,3,276,0,Praça da Bandeira,285
18,5,2004,2004-05-01,0,1,4,0,290,0,Praça da Bandeira,295
18,6,2004,2004-06-01,0,1,0,4,287,0,Praça da Bandeira,292
18,7,2004,2004-07-01,1,0,3,6,315,0,Praça da Bandeira,325
18,8,2004,2004-08-01,1,1,0,2,266,0,Praça da Bandeira,270
18,9,2004,2004-09-01,0,0,2,2,263,0,Praça da Bandeira,267
18,10,2004,2004-10-01,0,1,1,6,332,0,Praça da Bandeira,340
18,11,2004,2004-11-01,0,1,0,3,295,0,Praça da Bandeira,299
18,12,2004,2004-12-01,0,0,2,4,314,0,Praça da Bandeira,320
18,1,2005,2005-01-01,4,2,4,5,273,0,Praça da Bandeira,288
18,2,2005,2005-02-01,3,0,4,9,251,1,Praça da Bandeira,268
18,3,2005,2005-03-01,6,0,3,3,352,0,Praça da Bandeira,364
18,4,2005,2005-04-01,1,2,1,2,349,0,Praça da Bandeira,355
18,5,2005,2005-05-01,2,3,2,4,311,0,Praça da Bandeira,322
18,6,2005,2005-06-01,3,1,1,6,292,0,Praça da Bandeira,303
18,7,2005,2005-07-01,1,2,1,1,296,5,Praça da Bandeira,306
18,8,2005,2005-08-01,1,4,0,1,349,1,Praça da Bandeira,356
18,9,2005,2005-09-01,1,1,0,4,292,1,Praça da Bandeira,299
18,10,2005,2005-10-01,1,2,1,6,328,0,Praça da Bandeira,338
18,11,2005,2005-11-01,1,1,1,2,286,0,Praça da Bandeira,291
18,12,2005,2005-12-01,2,0,0,2,278,1,Praça da Bandeira,283
18,1,2006,2006-01-01,2,0,0,2,253,0,Praça da Bandeira,257
18,2,2006,2006-02-01,0,0,0,2,294,0,Praça da Bandeira,296
18,3,2006,2006-03-01,0,3,1,1,349,0,Praça da Bandeira,354
18,4,2006,2006-04-01,1,2,4,3,348,0,Praça da Bandeira,358
18,5,2006,2006-05-01,1,2,0,4,441,0,Praça da Bandeira,448
18,6,2006,2006-06-01,1,0,1,2,335,2,Praça da Bandeira,341
18,7,2006,2006-07-01,0,2,2,4,343,2,Praça da Bandeira,353
18,8,2006,2006-08-01,0,0,0,1,340,0,Praça da Bandeira,341
18,9,2006,2006-09-01,4,1,0,3,280,0,Praça da Bandeira,288
18,10,2006,2006-10-01,0,0,4,0,341,0,Praça da Bandeira,345
18,11,2006,2006-11-01,0,0,3,3,326,0,Praça da Bandeira,332
18,12,2006,2006-12-01,2,1,0,2,376,0,Praça da Bandeira,381
18,1,2007,2007-01-01,1,0,0,3,322,0,Praça da Bandeira,326
18,2,2007,2007-02-01,1,0,0,0,307,0,Praça da Bandeira,308
18,3,2007,2007-03-01,0,1,2,5,436,0,Praça da Bandeira,444
18,4,2007,2007-04-01,1,1,0,2,426,0,Praça da Bandeira,430
18,5,2007,2007-05-01,0,0,0,4,513,0,Praça da Bandeira,517
18,6,2007,2007-06-01,0,1,1,7,331,0,Praça da Bandeira,340
18,7,2007,2007-07-01,0,1,1,7,306,0,Praça da Bandeira,315
18,8,2007,2007-08-01,0,0,1,3,354,0,Praça da Bandeira,358
18,9,2007,2007-09-01,0,1,1,2,342,0,Praça da Bandeira,346
18,10,2007,2007-10-01,0,0,1,2,431,0,Praça da Bandeira,434
18,11,2007,2007-11-01,0,1,2,2,418,0,Praça da Bandeira,423
18,12,2007,2007-12-01,6,0,0,3,346,0,Praça da Bandeira,355
18,1,2008,2008-01-01,0,0,1,2,338,0,Praça da Bandeira,341
18,2,2008,2008-02-01,1,2,1,2,406,0,Praça da Bandeira,412
18,3,2008,2008-03-01,0,1,1,4,444,0,Praça da Bandeira,450
18,4,2008,2008-04-01,0,0,0,2,409,0,Praça da Bandeira,411
18,5,2008,2008-05-01,2,0,2,4,495,1,Praça da Bandeira,504
18,6,2008,2008-06-01,0,0,2,3,408,0,Praça da Bandeira,413
18,7,2008,2008-07-01,5,1,1,1,443,0,Praça da Bandeira,451
18,8,2008,2008-08-01,2,2,4,4,379,0,Praça da Bandeira,391
18,9,2008,2008-09-01,2,1,1,2,350,0,Praça da Bandeira,356
18,10,2008,2008-10-01,2,1,2,1,457,0,Praça da Bandeira,463
18,11,2008,2008-11-01,1,0,0,2,315,0,Praça da Bandeira,318
18,12,2008,2008-12-01,0,0,1,3,402,1,Praça da Bandeira,407
18,1,2009,2009-01-01,5,1,1,2,373,0,Praça da Bandeira,382
18,2,2009,2009-02-01,0,0,2,7,353,0,Praça da Bandeira,362
18,3,2009,2009-03-01,3,0,3,2,466,0,Praça da Bandeira,474
18,4,2009,2009-04-01,4,0,3,2,414,0,Praça da Bandeira,423
18,5,2009,2009-05-01,3,0,2,4,463,0,Praça da Bandeira,472
18,6,2009,2009-06-01,2,0,3,2,350,0,Praça da Bandeira,357
18,7,2009,2009-07-01,5,1,1,3,352,0,Praça da Bandeira,362
18,8,2009,2009-08-01,3,1,2,3,344,0,Praça da Bandeira,353
18,9,2009,2009-09-01,0,1,0,0,297,0,Praça da Bandeira,298
18,10,2009,2009-10-01,2,0,0,3,315,0,Praça da Bandeira,320
18,11,2009,2009-11-01,3,0,1,3,412,0,Praça da Bandeira,419
18,12,2009,2009-12-01,1,1,2,2,351,0,Praça da Bandeira,357
18,1,2010,2010-01-01,1,1,0,5,292,0,Praça da Bandeira,299
18,2,2010,2010-02-01,0,0,4,4,365,0,Praça da Bandeira,373
18,3,2010,2010-03-01,0,4,1,1,344,0,Praça da Bandeira,350
18,4,2010,2010-04-01,0,1,1,3,334,0,Praça da Bandeira,339
18,5,2010,2010-05-01,1,1,1,0,383,0,Praça da Bandeira,386
18,6,2010,2010-06-01,2,3,3,1,329,1,Praça da Bandeira,339
18,7,2010,2010-07-01,0,1,3,1,270,0,Praça da Bandeira,275
18,8,2010,2010-08-01,0,1,1,2,337,0,Praça da Bandeira,341
18,9,2010,2010-09-01,0,1,2,2,290,0,Praça da Bandeira,295
18,10,2010,2010-10-01,1,1,1,0,297,0,Praça da Bandeira,300
18,11,2010,2010-11-01,0,0,0,1,270,0,Praça da Bandeira,271
18,12,2010,2010-12-01,3,2,4,1,256,0,Praça da Bandeira,266
18,1,2011,2011-01-01,1,2,1,1,235,0,Praça da Bandeira,240
18,2,2011,2011-02-01,2,0,0,2,275,0,Praça da Bandeira,279
18,3,2011,2011-03-01,0,0,2,0,342,0,Praça da Bandeira,344
18,4,2011,2011-04-01,4,0,1,1,281,0,Praça da Bandeira,287
18,5,2011,2011-05-01,0,5,3,3,281,0,Praça da Bandeira,292
18,6,2011,2011-06-01,0,0,2,0,242,0,Praça da Bandeira,244
18,7,2011,2011-07-01,0,0,0,1,208,0,Praça da Bandeira,209
18,8,2011,2011-08-01,2,0,0,0,250,0,Praça da Bandeira,252
18,9,2011,2011-09-01,0,3,1,1,275,0,Praça da Bandeira,280
18,10,2011,2011-10-01,0,0,1,2,246,0,Praça da Bandeira,249
18,11,2011,2011-11-01,0,0,0,2,230,1,Praça da Bandeira,233
18,12,2011,2011-12-01,1,2,2,0,185,0,Praça da Bandeira,190
18,1,2012,2012-01-01,0,1,1,0,201,0,Praça da Bandeira,203
18,2,2012,2012-02-01,0,3,1,0,212,0,Praça da Bandeira,216
18,3,2012,2012-03-01,0,3,1,2,260,0,Praça da Bandeira,266
18,4,2012,2012-04-01,0,2,0,1,248,0,Praça da Bandeira,251
18,5,2012,2012-05-01,0,0,3,2,277,0,Praça da Bandeira,282
18,6,2012,2012-06-01,0,0,1,1,223,0,Praça da Bandeira,225
18,7,2012,2012-07-01,1,0,1,0,247,0,Praça da Bandeira,249
18,8,2012,2012-08-01,0,0,2,4,238,0,Praça da Bandeira,244
18,9,2012,2012-09-01,1,0,2,1,221,0,Praça da Bandeira,225
18,10,2012,2012-10-01,0,1,4,0,247,0,Praça da Bandeira,252
18,11,2012,2012-11-01,1,2,0,2,191,0,Praça da Bandeira,196
18,12,2012,2012-12-01,0,2,2,0,199,0,Praça da Bandeira,203
18,1,2013,2013-01-01,0,0,1,1,223,0,Praça da Bandeira,225
18,2,2013,2013-02-01,1,1,0,2,223,0,Praça da Bandeira,227
18,3,2013,2013-03-01,0,0,2,0,234,0,Praça da Bandeira,236
18,4,2013,2013-04-01,0,1,4,0,275,0,Praça da Bandeira,280
18,5,2013,2013-05-01,0,2,3,1,278,0,Praça da Bandeira,284
18,6,2013,2013-06-01,0,0,0,2,300,0,Praça da Bandeira,302
18,7,2013,2013-07-01,0,1,0,1,295,0,Praça da Bandeira,297
18,8,2013,2013-08-01,1,1,0,1,261,0,Praça da Bandeira,264
18,9,2013,2013-09-01,0,1,1,2,291,0,Praça da Bandeira,295
18,10,2013,2013-10-01,1,1,1,1,290,0,Praça da Bandeira,294
18,11,2013,2013-11-01,2,1,1,0,306,0,Praça da Bandeira,310
18,12,2013,2013-12-01,0,1,0,0,233,0,Praça da Bandeira,234
18,1,2014,2014-01-01,2,1,2,3,270,0,Praça da Bandeira,278
18,2,2014,2014-02-01,2,0,1,1,303,0,Praça da Bandeira,307
18,3,2014,2014-03-01,3,1,0,1,319,0,Praça da Bandeira,324
18,4,2014,2014-04-01,0,1,1,1,363,0,Praça da Bandeira,366
18,5,2014,2014-05-01,2,1,2,1,307,0,Praça da Bandeira,313
18,6,2014,2014-06-01,0,0,2,1,540,0,Praça da Bandeira,543
18,7,2014,2014-07-01,0,1,0,1,424,0,Praça da Bandeira,426
18,8,2014,2014-08-01,1,0,1,1,263,0,Praça da Bandeira,266
18,9,2014,2014-09-01,1,0,0,0,289,0,Praça da Bandeira,290
18,10,2014,2014-10-01,4,2,1,2,289,0,Praça da Bandeira,298
18,11,2014,2014-11-01,0,1,3,4,301,0,Praça da Bandeira,309
18,12,2014,2014-12-01,1,0,2,0,260,1,Praça da Bandeira,264
18,1,2015,2015-01-01,5,0,1,4,289,0,Praça da Bandeira,299
18,2,2015,2015-02-01,1,1,0,4,252,0,Praça da Bandeira,258
18,3,2015,2015-03-01,2,0,1,1,339,0,Praça da Bandeira,343
18,4,2015,2015-04-01,0,0,3,0,319,0,Praça da Bandeira,322
18,5,2015,2015-05-01,1,0,3,1,354,0,Praça da Bandeira,359
18,6,2015,2015-06-01,0,0,1,0,405,0,Praça da Bandeira,406
18,7,2015,2015-07-01,0,1,1,2,328,2,Praça da Bandeira,334
18,8,2015,2015-08-01,2,1,1,2,356,0,Praça da Bandeira,362
