CISP,Month,Year,Year month,Attempted murder,Rape,Missing people,Homicides,Thefts,Kidnapping,Area,Crimes
28,4,2007,2007-04-01,0,4,2,5,240,0,Campinho,251
28,5,2007,2007-05-01,5,0,0,4,253,0,Campinho,262
28,6,2007,2007-06-01,5,4,6,9,260,0,Campinho,284
28,7,2007,2007-07-01,8,1,5,5,231,0,Campinho,250
28,8,2007,2007-08-01,1,1,3,3,219,0,Campinho,227
28,9,2007,2007-09-01,5,3,2,5,231,0,Campinho,246
28,10,2007,2007-10-01,1,1,10,4,261,0,Campinho,277
28,11,2007,2007-11-01,1,1,2,1,232,0,Campinho,237
28,12,2007,2007-12-01,4,2,4,11,224,1,Campinho,246
28,1,2008,2008-01-01,2,2,4,5,282,0,Campinho,295
28,2,2008,2008-02-01,1,0,1,5,239,0,Campinho,246
28,3,2008,2008-03-01,4,1,3,5,250,0,Campinho,263
28,4,2008,2008-04-01,0,4,4,4,277,0,Campinho,289
28,5,2008,2008-05-01,5,2,5,5,256,0,Campinho,273
28,6,2008,2008-06-01,2,4,2,3,268,0,Campinho,279
28,7,2008,2008-07-01,3,3,6,5,278,0,Campinho,295
28,8,2008,2008-08-01,2,4,8,3,293,0,Campinho,310
28,9,2008,2008-09-01,0,3,6,2,259,1,Campinho,271
28,10,2008,2008-10-01,0,0,5,4,302,0,Campinho,311
28,11,2008,2008-11-01,0,2,7,5,295,0,Campinho,309
28,12,2008,2008-12-01,3,2,3,1,286,0,Campinho,295
28,1,2009,2009-01-01,1,1,4,8,286,0,Campinho,300
28,2,2009,2009-02-01,0,6,1,9,288,0,Campinho,304
28,3,2009,2009-03-01,4,2,7,8,337,0,Campinho,358
28,4,2009,2009-04-01,4,2,1,2,274,0,Campinho,283
28,5,2009,2009-05-01,3,6,2,5,310,1,Campinho,327
28,6,2009,2009-06-01,2,4,4,3,290,0,Campinho,303
28,7,2009,2009-07-01,0,0,2,3,285,0,Campinho,290
28,8,2009,2009-08-01,3,1,5,6,280,0,Campinho,295
28,9,2009,2009-09-01,3,0,2,4,284,0,Campinho,293
28,10,2009,2009-10-01,0,2,4,2,253,0,Campinho,261
28,11,2009,2009-11-01,0,1,5,3,226,0,Campinho,235
28,12,2009,2009-12-01,1,3,6,5,216,0,Campinho,231
28,1,2010,2010-01-01,1,1,2,6,232,0,Campinho,242
28,2,2010,2010-02-01,2,4,3,0,227,0,Campinho,236
28,3,2010,2010-03-01,2,4,1,6,264,0,Campinho,277
28,4,2010,2010-04-01,0,4,3,2,245,0,Campinho,254
28,5,2010,2010-05-01,1,8,7,5,247,0,Campinho,268
28,6,2010,2010-06-01,5,5,2,2,297,0,Campinho,311
28,7,2010,2010-07-01,3,0,7,8,237,0,Campinho,255
28,8,2010,2010-08-01,2,3,8,7,233,1,Campinho,254
28,9,2010,2010-09-01,0,6,5,2,233,0,Campinho,246
28,10,2010,2010-10-01,10,2,4,8,267,0,Campinho,291
28,11,2010,2010-11-01,0,5,3,1,232,0,Campinho,241
28,12,2010,2010-12-01,2,4,7,3,221,0,Campinho,237
28,1,2011,2011-01-01,5,3,7,4,222,0,Campinho,241
28,2,2011,2011-02-01,2,4,3,7,189,0,Campinho,205
28,3,2011,2011-03-01,3,2,5,3,233,0,Campinho,246
28,4,2011,2011-04-01,0,5,3,1,253,0,Campinho,262
28,5,2011,2011-05-01,2,2,4,5,287,0,Campinho,300
28,6,2011,2011-06-01,2,4,5,5,254,0,Campinho,270
28,7,2011,2011-07-01,1,0,3,5,293,0,Campinho,302
28,8,2011,2011-08-01,2,9,6,9,285,0,Campinho,311
28,9,2011,2011-09-01,1,3,2,12,315,0,Campinho,333
28,10,2011,2011-10-01,5,3,1,3,276,0,Campinho,288
28,11,2011,2011-11-01,2,2,5,4,267,0,Campinho,280
28,12,2011,2011-12-01,1,5,1,3,243,0,Campinho,253
28,1,2012,2012-01-01,1,8,9,4,265,1,Campinho,288
28,2,2012,2012-02-01,2,2,0,9,262,0,Campinho,275
28,3,2012,2012-03-01,4,5,3,8,297,0,Campinho,317
28,4,2012,2012-04-01,5,5,3,3,326,0,Campinho,342
28,5,2012,2012-05-01,1,3,6,4,314,0,Campinho,328
28,6,2012,2012-06-01,10,6,3,3,289,0,Campinho,311
28,7,2012,2012-07-01,3,3,6,1,288,0,Campinho,301
28,8,2012,2012-08-01,4,3,2,6,236,0,Campinho,251
28,9,2012,2012-09-01,0,4,7,5,244,0,Campinho,260
28,10,2012,2012-10-01,5,4,5,6,304,0,Campinho,324
28,11,2012,2012-11-01,2,6,2,5,271,0,Campinho,286
28,12,2012,2012-12-01,7,7,2,6,265,0,Campinho,287
28,1,2013,2013-01-01,0,2,8,2,256,0,Campinho,268
28,2,2013,2013-02-01,4,8,4,8,229,0,Campinho,253
28,3,2013,2013-03-01,13,6,1,4,270,0,Campinho,294
28,4,2013,2013-04-01,7,5,5,10,313,0,Campinho,340
28,5,2013,2013-05-01,3,7,1,2,334,0,Campinho,347
28,6,2013,2013-06-01,7,4,4,5,300,0,Campinho,320
28,7,2013,2013-07-01,0,3,2,3,300,2,Campinho,310
28,8,2013,2013-08-01,2,6,2,6,338,2,Campinho,356
28,9,2013,2013-09-01,2,6,3,6,319,0,Campinho,336
28,10,2013,2013-10-01,2,3,6,9,339,0,Campinho,359
28,11,2013,2013-11-01,9,3,7,8,297,0,Campinho,324
28,12,2013,2013-12-01,6,3,6,4,335,0,Campinho,354
28,1,2014,2014-01-01,1,2,11,3,341,2,Campinho,360
28,2,2014,2014-02-01,8,5,0,4,311,0,Campinho,328
28,3,2014,2014-03-01,7,3,4,10,354,0,Campinho,378
28,4,2014,2014-04-01,1,4,4,3,342,0,Campinho,354
28,5,2014,2014-05-01,3,5,4,2,306,0,Campinho,320
28,6,2014,2014-06-01,4,3,2,7,293,0,Campinho,309
28,7,2014,2014-07-01,2,5,3,7,362,0,Campinho,379
28,8,2014,2014-08-01,2,4,8,4,298,0,Campinho,316
28,9,2014,2014-09-01,5,5,4,4,312,0,Campinho,330
28,10,2014,2014-10-01,1,6,5,3,333,0,Campinho,348
28,11,2014,2014-11-01,1,7,7,1,381,0,Campinho,397
28,12,2014,2014-12-01,3,1,8,4,287,0,Campinho,303
28,1,2015,2015-01-01,4,0,6,2,390,1,Campinho,403
28,2,2015,2015-02-01,2,1,7,3,387,0,Campinho,400
28,3,2015,2015-03-01,5,2,8,6,372,0,Campinho,393
28,4,2015,2015-04-01,2,4,7,2,382,0,Campinho,397
28,5,2015,2015-05-01,2,2,7,5,367,0,Campinho,383
28,6,2015,2015-06-01,4,4,4,7,351,0,Campinho,370
28,7,2015,2015-07-01,0,2,11,10,379,0,Campinho,402
28,8,2015,2015-08-01,2,6,9,4,318,1,Campinho,340
28,9,2015,2015-09-01,2,7,5,8,341,0,Campinho,363
28,10,2015,2015-10-01,2,1,8,7,353,0,Campinho,371
28,11,2015,2015-11-01,1,5,8,5,364,0,Campinho,383
28,12,2015,2015-12-01,5,6,12,7,426,3,Campinho,459
28,1,2016,2016-01-01,3,8,8,4,470,0,Campinho,493
28,2,2016,2016-02-01,0,6,10,7,470,0,Campinho,493
28,3,2016,2016-03-01,3,2,4,8,428,0,Campinho,445
28,4,2016,2016-04-01,0,4,7,3,447,0,Campinho,461
28,5,2016,2016-05-01,7,2,2,6,426,0,Campinho,443
28,6,2016,2016-06-01,1,0,4,10,404,0,Campinho,419
28,7,2016,2016-07-01,2,9,10,7,404,0,Campinho,432
28,8,2016,2016-08-01,1,3,2,5,373,0,Campinho,384
28,9,2016,2016-09-01,1,2,6,5,370,0,Campinho,384
28,10,2016,2016-10-01,2,5,11,5,401,0,Campinho,424
28,11,2016,2016-11-01,1,5,5,6,389,0,Campinho,406
28,12,2016,2016-12-01,4,1,5,5,369,0,Campinho,384
28,1,2017,2017-01-01,5,5,2,5,362,0,Campinho,379
28,2,2017,2017-02-01,5,2,4,1,289,0,Campinho,301
28,3,2017,2017-03-01,1,6,8,4,481,0,Campinho,500
28,4,2017,2017-04-01,0,1,3,3,502,0,Campinho,509
28,5,2017,2017-05-01,5,4,4,7,508,0,Campinho,528
28,6,2017,2017-06-01,4,4,10,2,469,0,Campinho,489
28,7,2017,2017-07-01,0,4,1,2,402,0,Campinho,409
28,8,2017,2017-08-01,1,1,3,6,318,0,Campinho,329
28,9,2017,2017-09-01,3,4,10,4,297,0,Campinho,318
28,10,2017,2017-10-01,0,1,3,3,257,0,Campinho,264
28,11,2017,2017-11-01,1,5,3,0,265,0,Campinho,274
28,12,2017,2017-12-01,2,3,2,1,234,0,Campinho,242
28,1,2018,2018-01-01,0,0,3,4,281,0,Campinho,288
28,2,2018,2018-02-01,4,2,3,8,178,0,Campinho,195
28,3,2018,2018-03-01,1,1,2,11,242,0,Campinho,257
28,4,2018,2018-04-01,1,0,6,4,184,0,Campinho,195
28,5,2018,2018-05-01,0,0,4,4,210,0,Campinho,218
28,6,2018,2018-06-01,1,4,2,1,171,1,Campinho,180
28,7,2018,2018-07-01,0,2,1,2,193,0,Campinho,198
28,8,2018,2018-08-01,0,1,5,1,212,0,Campinho,219
28,9,2018,2018-09-01,2,3,2,0,238,0,Campinho,245
28,10,2018,2018-10-01,3,3,5,2,224,0,Campinho,237
28,11,2018,2018-11-01,0,1,3,6,218,0,Campinho,228
28,12,2018,2018-12-01,1,0,3,4,205,0,Campinho,213
29,1,2003,2003-01-01,1,2,7,11,297,0,Madureira,318
29,2,2003,2003-02-01,2,1,2,12,429,0,Madureira,446
29,3,2003,2003-03-01,4,1,7,19,439,0,Madureira,470
29,4,2003,2003-04-01,4,1,6,18,385,0,Madureira,414
29,5,2003,2003-05-01,0,1,0,15,403,0,Madureira,419
29,6,2003,2003-06-01,1,0,3,11,356,0,Madureira,371
29,7,2003,2003-07-01,5,1,2,15,341,0,Madureira,364
29,8,2003,2003-08-01,4,2,3,11,280,0,Madureira,300
29,9,2003,2003-09-01,0,0,3,13,354,0,Madureira,370
29,10,2003,2003-10-01,0,0,4,14,359,0,Madureira,377
29,11,2003,2003-11-01,1,3,4,7,333,0,Madureira,348
29,12,2003,2003-12-01,1,1,0,5,375,0,Madureira,382
29,1,2004,2004-01-01,1,1,9,4,340,0,Madureira,355
29,2,2004,2004-02-01,1,0,2,15,353,0,Madureira,371
29,3,2004,2004-03-01,3,0,5,16,376,0,Madureira,400
29,4,2004,2004-04-01,5,1,3,11,419,2,Madureira,441
29,5,2004,2004-05-01,0,2,2,15,392,0,Madureira,411
29,6,2004,2004-06-01,6,1,5,10,401,0,Madureira,423
29,7,2004,2004-07-01,0,3,4,8,415,0,Madureira,430
29,8,2004,2004-08-01,3,4,6,11,409,0,Madureira,433
29,9,2004,2004-09-01,2,3,4,12,356,0,Madureira,377
29,10,2004,2004-10-01,5,1,9,21,380,1,Madureira,417
29,11,2004,2004-11-01,0,3,2,9,324,0,Madureira,338
29,12,2004,2004-12-01,4,5,3,10,352,0,Madureira,374
29,1,2005,2005-01-01,5,0,2,19,373,0,Madureira,399
29,2,2005,2005-02-01,9,5,1,11,361,0,Madureira,387
29,3,2005,2005-03-01,0,10,9,15,398,0,Madureira,432
29,4,2005,2005-04-01,2,3,6,9,385,0,Madureira,405
29,5,2005,2005-05-01,4,5,5,9,412,0,Madureira,435
29,6,2005,2005-06-01,1,3,7,3,376,0,Madureira,390
29,7,2005,2005-07-01,0,1,0,19,352,1,Madureira,373
29,8,2005,2005-08-01,5,0,7,12,405,0,Madureira,429
29,9,2005,2005-09-01,4,8,2,13,397,0,Madureira,424
29,10,2005,2005-10-01,5,2,4,7,363,0,Madureira,381
29,11,2005,2005-11-01,1,1,3,14,389,0,Madureira,408
29,12,2005,2005-12-01,2,1,6,10,475,0,Madureira,494
29,1,2006,2006-01-01,0,2,9,11,363,0,Madureira,385
29,2,2006,2006-02-01,1,1,4,11,325,0,Madureira,342
29,3,2006,2006-03-01,1,1,6,14,426,0,Madureira,448
29,4,2006,2006-04-01,5,1,5,15,442,0,Madureira,468
29,5,2006,2006-05-01,1,3,4,11,412,0,Madureira,431
29,6,2006,2006-06-01,3,1,7,5,370,0,Madureira,386
29,7,2006,2006-07-01,5,0,2,6,384,0,Madureira,397
29,8,2006,2006-08-01,0,3,3,8,383,0,Madureira,397
29,9,2006,2006-09-01,4,3,6,8,326,0,Madureira,347
29,10,2006,2006-10-01,2,5,4,10,419,0,Madureira,440
29,11,2006,2006-11-01,1,3,2,11,396,0,Madureira,413
29,12,2006,2006-12-01,1,1,7,13,507,0,Madureira,529
29,1,2007,2007-01-01,1,5,10,9,426,0,Madureira,451
29,2,2007,2007-02-01,2,1,0,9,379,0,Madureira,391
29,3,2007,2007-03-01,3,6,7,24,410,0,Madureira,450
29,4,2007,2007-04-01,1,5,3,11,410,0,Madureira,430
29,5,2007,2007-05-01,7,4,2,7,438,2,Madureira,460
29,6,2007,2007-06-01,0,2,4,15,405,0,Madureira,426
29,7,2007,2007-07-01,2,1,3,14,468,0,Madureira,488
29,8,2007,2007-08-01,9,3,5,6,424,0,Madureira,447
29,9,2007,2007-09-01,7,2,5,16,471,0,Madureira,501
29,10,2007,2007-10-01,0,3,7,11,482,0,Madureira,503
29,11,2007,2007-11-01,0,3,5,9,482,0,Madureira,499
29,12,2007,2007-12-01,2,2,4,13,556,0,Madureira,577
29,1,2008,2008-01-01,3,3,5,17,467,0,Madureira,495
29,2,2008,2008-02-01,3,3,5,15,409,0,Madureira,435
29,3,2008,2008-03-01,1,0,6,11,414,0,Madureira,432
29,4,2008,2008-04-01,3,5,1,8,415,0,Madureira,432
29,5,2008,2008-05-01,2,0,3,10,451,0,Madureira,466
29,6,2008,2008-06-01,3,2,2,6,415,0,Madureira,428
29,7,2008,2008-07-01,2,2,3,14,469,0,Madureira,490
29,8,2008,2008-08-01,4,0,5,10,458,0,Madureira,477
29,9,2008,2008-09-01,3,2,11,10,521,0,Madureira,547
29,10,2008,2008-10-01,5,2,3,17,591,0,Madureira,618
29,11,2008,2008-11-01,6,1,6,10,546,0,Madureira,569
29,12,2008,2008-12-01,2,1,6,15,581,0,Madureira,605
29,1,2009,2009-01-01,4,2,7,11,482,0,Madureira,506
29,2,2009,2009-02-01,2,1,5,8,438,0,Madureira,454
29,3,2009,2009-03-01,7,1,7,5,520,0,Madureira,540
29,4,2009,2009-04-01,5,3,5,13,466,0,Madureira,492
29,5,2009,2009-05-01,1,2,4,11,544,0,Madureira,562
29,6,2009,2009-06-01,6,2,2,5,515,0,Madureira,530
29,7,2009,2009-07-01,6,4,7,14,519,0,Madureira,550
29,8,2009,2009-08-01,2,2,2,11,455,1,Madureira,473
29,9,2009,2009-09-01,3,0,5,10,447,0,Madureira,465
29,10,2009,2009-10-01,2,1,2,9,498,0,Madureira,512
29,11,2009,2009-11-01,5,1,1,15,407,1,Madureira,430
29,12,2009,2009-12-01,0,1,5,16,520,0,Madureira,542
29,1,2010,2010-01-01,0,0,4,19,403,0,Madureira,426
29,2,2010,2010-02-01,2,0,10,12,422,1,Madureira,447
29,3,2010,2010-03-01,4,5,3,9,481,0,Madureira,502
29,4,2010,2010-04-01,0,2,2,9,481,0,Madureira,494
29,5,2010,2010-05-01,1,0,6,11,493,0,Madureira,511
29,6,2010,2010-06-01,1,1,0,9,408,0,Madureira,419
29,7,2010,2010-07-01,0,3,2,15,431,0,Madureira,451
29,8,2010,2010-08-01,4,3,2,4,452,0,Madureira,465
29,9,2010,2010-09-01,3,0,5,7,481,0,Madureira,496
29,10,2010,2010-10-01,7,0,5,12,441,0,Madureira,465
29,11,2010,2010-11-01,4,0,7,13,353,0,Madureira,377
29,12,2010,2010-12-01,0,1,3,8,478,0,Madureira,490
29,1,2011,2011-01-01,5,0,6,8,393,0,Madureira,412
29,2,2011,2011-02-01,1,0,5,2,406,0,Madureira,414
29,3,2011,2011-03-01,4,3,5,15,423,0,Madureira,450
29,4,2011,2011-04-01,3,2,3,9,376,0,Madureira,393
29,5,2011,2011-05-01,1,2,5,9,443,0,Madureira,460
29,6,2011,2011-06-01,2,0,4,0,449,0,Madureira,455
29,7,2011,2011-07-01,4,0,1,1,540,0,Madureira,546
29,8,2011,2011-08-01,0,1,2,5,488,1,Madureira,497
29,9,2011,2011-09-01,0,3,3,10,478,0,Madureira,494
29,10,2011,2011-10-01,1,2,5,11,436,0,Madureira,455
29,11,2011,2011-11-01,5,0,6,4,392,0,Madureira,407
29,12,2011,2011-12-01,2,2,5,3,475,0,Madureira,487
29,1,2012,2012-01-01,1,3,1,3,329,0,Madureira,337
29,2,2012,2012-02-01,59,4,7,8,390,0,Madureira,468
29,3,2012,2012-03-01,2,7,6,6,393,0,Madureira,414
29,4,2012,2012-04-01,2,3,3,2,432,0,Madureira,442
29,5,2012,2012-05-01,1,1,3,7,541,0,Madureira,553
29,6,2012,2012-06-01,3,5,3,5,466,1,Madureira,483
29,7,2012,2012-07-01,4,3,4,2,397,0,Madureira,410
29,8,2012,2012-08-01,2,2,6,12,388,1,Madureira,411
29,9,2012,2012-09-01,6,1,4,6,364,0,Madureira,381
29,10,2012,2012-10-01,8,4,1,5,420,0,Madureira,438
29,11,2012,2012-11-01,0,3,4,2,473,0,Madureira,482
29,12,2012,2012-12-01,4,2,2,4,458,0,Madureira,470
29,1,2013,2013-01-01,4,3,5,2,358,0,Madureira,372
29,2,2013,2013-02-01,8,0,2,2,381,2,Madureira,395
29,3,2013,2013-03-01,5,1,3,9,391,0,Madureira,409
29,4,2013,2013-04-01,0,4,4,6,383,0,Madureira,397
29,5,2013,2013-05-01,1,1,0,7,439,2,Madureira,450
29,6,2013,2013-06-01,1,5,4,4,409,0,Madureira,423
29,7,2013,2013-07-01,5,4,5,8,395,0,Madureira,417
29,8,2013,2013-08-01,0,4,0,9,446,0,Madureira,459
29,9,2013,2013-09-01,6,2,4,7,374,0,Madureira,393
29,10,2013,2013-10-01,7,4,1,0,489,0,Madureira,501
29,11,2013,2013-11-01,5,2,4,5,392,0,Madureira,408
29,12,2013,2013-12-01,11,1,5,8,512,0,Madureira,537
29,1,2014,2014-01-01,6,5,6,16,450,0,Madureira,483
29,2,2014,2014-02-01,3,3,3,8,509,1,Madureira,527
29,3,2014,2014-03-01,4,1,5,15,486,0,Madureira,511
29,4,2014,2014-04-01,8,2,5,8,501,2,Madureira,526
29,5,2014,2014-05-01,6,7,4,11,466,0,Madureira,494
29,6,2014,2014-06-01,1,2,4,7,452,0,Madureira,466
29,7,2014,2014-07-01,10,4,3,9,533,0,Madureira,559
29,8,2014,2014-08-01,0,2,8,7,443,0,Madureira,460
29,9,2014,2014-09-01,8,2,2,5,455,0,Madureira,472
29,10,2014,2014-10-01,3,2,3,7,462,0,Madureira,477
29,11,2014,2014-11-01,1,1,11,5,487,0,Madureira,505
29,12,2014,2014-12-01,2,2,9,2,614,0,Madureira,629
29,1,2015,2015-01-01,4,3,4,10,490,0,Madureira,511
29,2,2015,2015-02-01,1,0,3,6,526,0,Madureira,536
29,3,2015,2015-03-01,0,3,2,2,565,0,Madureira,572
29,4,2015,2015-04-01,3,8,5,9,484,0,Madureira,509
29,5,2015,2015-05-01,3,4,3,7,541,0,Madureira,558
29,6,2015,2015-06-01,4,8,3,5,590,0,Madureira,610
29,7,2015,2015-07-01,8,1,7,6,525,0,Madureira,547
29,8,2015,2015-08-01,3,2,3,3,598,0,Madureira,609
29,9,2015,2015-09-01,7,2,7,4,580,0,Madureira,600
29,10,2015,2015-10-01,0,2,6,3,555,1,Madureira,567
29,11,2015,2015-11-01,5,3,1,5,526,0,Madureira,540
29,12,2015,2015-12-01,6,3,2,4,705,0,Madureira,720
29,1,2016,2016-01-01,9,0,2,5,627,0,Madureira,643
29,2,2016,2016-02-01,6,2,10,2,627,0,Madureira,647
29,3,2016,2016-03-01,0,2,9,6,601,0,Madureira,618
29,4,2016,2016-04-01,9,1,1,4,565,0,Madureira,580
29,5,2016,2016-05-01,5,2,1,6,623,0,Madureira,637
29,6,2016,2016-06-01,2,1,1,6,713,0,Madureira,723
29,7,2016,2016-07-01,4,4,6,7,662,0,Madureira,683
29,8,2016,2016-08-01,3,2,2,8,628,2,Madureira,645
29,9,2016,2016-09-01,1,1,4,2,644,0,Madureira,652
29,10,2016,2016-10-01,0,4,6,9,658,0,Madureira,677
29,11,2016,2016-11-01,1,1,4,7,681,0,Madureira,694
29,12,2016,2016-12-01,17,7,3,4,663,0,Madureira,694
29,1,2017,2017-01-01,8,4,4,3,496,0,Madureira,515
29,2,2017,2017-02-01,2,3,1,3,357,0,Madureira,366
29,3,2017,2017-03-01,4,4,6,2,941,0,Madureira,957
29,4,2017,2017-04-01,3,3,3,3,914,0,Madureira,926
29,5,2017,2017-05-01,12,5,2,16,881,0,Madureira,916
29,6,2017,2017-06-01,4,1,7,9,734,0,Madureira,755
29,7,2017,2017-07-01,8,2,4,10,956,0,Madureira,980
29,8,2017,2017-08-01,2,3,2,9,1013,1,Madureira,1030
29,9,2017,2017-09-01,9,3,4,12,858,0,Madureira,886
29,10,2017,2017-10-01,6,9,14,9,978,0,Madureira,1016
29,11,2017,2017-11-01,1,7,8,15,930,0,Madureira,961
29,12,2017,2017-12-01,3,3,5,4,910,0,Madureira,925
29,1,2018,2018-01-01,10,1,7,9,905,0,Madureira,932
29,2,2018,2018-02-01,6,3,6,7,832,0,Madureira,854
29,3,2018,2018-03-01,2,4,6,12,925,0,Madureira,949
29,4,2018,2018-04-01,2,3,5,20,824,0,Madureira,854
29,5,2018,2018-05-01,5,6,7,8,898,0,Madureira,924
29,6,2018,2018-06-01,6,3,7,4,674,0,Madureira,694
29,7,2018,2018-07-01,2,1,2,6,733,0,Madureira,744
29,8,2018,2018-08-01,6,4,8,6,712,0,Madureira,736
29,9,2018,2018-09-01,2,6,7,4,665,0,Madureira,684
29,10,2018,2018-10-01,0,6,6,8,760,0,Madureira,780
29,11,2018,2018-11-01,0,0,11,5,768,0,Madureira,784
29,12,2018,2018-12-01,7,2,6,12,801,0,Madureira,828
30,1,2003,2003-01-01,5,2,2,9,342,0,Marechal Hermes,360
30,2,2003,2003-02-01,1,3,12,15,322,0,Marechal Hermes,353
30,3,2003,2003-03-01,13,1,4,12,303,0,Marechal Hermes,333
30,4,2003,2003-04-01,2,0,1,18,338,0,Marechal Hermes,359
30,5,2003,2003-05-01,3,3,6,19,327,0,Marechal Hermes,358
30,6,2003,2003-06-01,1,2,7,9,308,0,Marechal Hermes,327
30,7,2003,2003-07-01,4,2,3,8,279,0,Marechal Hermes,296
30,8,2003,2003-08-01,0,0,5,12,290,0,Marechal Hermes,307
30,9,2003,2003-09-01,0,2,5,8,302,0,Marechal Hermes,317
30,10,2003,2003-10-01,6,1,5,10,299,0,Marechal Hermes,321
30,11,2003,2003-11-01,6,4,3,15,393,0,Marechal Hermes,421
30,12,2003,2003-12-01,6,3,2,11,327,0,Marechal Hermes,349
30,1,2004,2004-01-01,17,2,8,13,315,0,Marechal Hermes,355
30,2,2004,2004-02-01,13,3,2,14,285,0,Marechal Hermes,317
30,3,2004,2004-03-01,5,2,3,7,376,0,Marechal Hermes,393
30,4,2004,2004-04-01,0,3,3,8,344,0,Marechal Hermes,358
30,5,2004,2004-05-01,7,3,7,13,318,0,Marechal Hermes,348
30,6,2004,2004-06-01,4,1,1,7,317,0,Marechal Hermes,330
30,7,2004,2004-07-01,1,5,4,6,277,0,Marechal Hermes,293
30,8,2004,2004-08-01,6,2,0,9,271,0,Marechal Hermes,288
30,9,2004,2004-09-01,2,4,4,4,266,0,Marechal Hermes,280
30,10,2004,2004-10-01,8,7,4,11,249,0,Marechal Hermes,279
30,11,2004,2004-11-01,7,2,3,13,259,0,Marechal Hermes,284
30,12,2004,2004-12-01,4,5,5,12,274,0,Marechal Hermes,300
30,1,2005,2005-01-01,5,2,5,4,266,0,Marechal Hermes,282
30,2,2005,2005-02-01,8,7,5,12,220,0,Marechal Hermes,252
30,3,2005,2005-03-01,4,2,5,12,353,0,Marechal Hermes,376
30,4,2005,2005-04-01,4,0,3,9,285,2,Marechal Hermes,303
30,5,2005,2005-05-01,1,3,3,9,319,0,Marechal Hermes,335
30,6,2005,2005-06-01,3,3,6,11,267,0,Marechal Hermes,290
30,7,2005,2005-07-01,2,1,3,2,238,2,Marechal Hermes,248
30,8,2005,2005-08-01,1,6,2,8,219,0,Marechal Hermes,236
30,9,2005,2005-09-01,0,2,2,3,227,0,Marechal Hermes,234
30,10,2005,2005-10-01,3,1,9,7,258,0,Marechal Hermes,278
30,11,2005,2005-11-01,3,0,3,9,239,0,Marechal Hermes,254
30,12,2005,2005-12-01,5,3,3,7,273,0,Marechal Hermes,291
30,1,2006,2006-01-01,2,1,10,10,210,0,Marechal Hermes,233
30,2,2006,2006-02-01,3,5,7,7,234,0,Marechal Hermes,256
30,3,2006,2006-03-01,4,0,5,5,253,0,Marechal Hermes,267
30,4,2006,2006-04-01,1,2,6,10,252,0,Marechal Hermes,271
30,5,2006,2006-05-01,1,1,6,5,271,0,Marechal Hermes,284
30,6,2006,2006-06-01,2,3,7,6,238,0,Marechal Hermes,256
30,7,2006,2006-07-01,3,3,4,5,196,0,Marechal Hermes,211
30,8,2006,2006-08-01,1,1,2,7,247,0,Marechal Hermes,258
30,9,2006,2006-09-01,1,1,10,12,238,0,Marechal Hermes,262
30,10,2006,2006-10-01,4,3,2,4,258,0,Marechal Hermes,271
30,11,2006,2006-11-01,2,2,2,3,257,0,Marechal Hermes,266
30,12,2006,2006-12-01,0,3,3,9,260,0,Marechal Hermes,275
30,1,2007,2007-01-01,0,5,2,6,243,0,Marechal Hermes,256
30,2,2007,2007-02-01,4,2,1,11,223,0,Marechal Hermes,241
30,3,2007,2007-03-01,1,2,4,2,226,0,Marechal Hermes,235
30,4,2007,2007-04-01,10,0,3,9,243,0,Marechal Hermes,265
30,5,2007,2007-05-01,2,3,3,8,261,0,Marechal Hermes,277
30,6,2007,2007-06-01,2,1,6,4,233,0,Marechal Hermes,246
30,7,2007,2007-07-01,4,2,6,2,224,0,Marechal Hermes,238
30,8,2007,2007-08-01,0,3,3,13,286,0,Marechal Hermes,305
30,9,2007,2007-09-01,1,1,1,4,231,0,Marechal Hermes,238
30,10,2007,2007-10-01,1,1,3,11,239,0,Marechal Hermes,255
30,11,2007,2007-11-01,1,2,3,4,219,0,Marechal Hermes,229
30,12,2007,2007-12-01,2,4,3,5,249,0,Marechal Hermes,263
30,1,2008,2008-01-01,3,1,2,6,260,0,Marechal Hermes,272
30,2,2008,2008-02-01,4,0,5,8,284,0,Marechal Hermes,301
30,3,2008,2008-03-01,3,1,3,6,258,0,Marechal Hermes,271
30,4,2008,2008-04-01,1,4,0,10,250,0,Marechal Hermes,265
30,5,2008,2008-05-01,6,0,4,6,241,0,Marechal Hermes,257
30,6,2008,2008-06-01,0,3,4,6,250,0,Marechal Hermes,263
30,7,2008,2008-07-01,3,1,1,6,272,0,Marechal Hermes,283
30,8,2008,2008-08-01,4,6,5,7,243,0,Marechal Hermes,265
30,9,2008,2008-09-01,2,3,4,6,287,0,Marechal Hermes,302
30,10,2008,2008-10-01,3,4,6,5,300,0,Marechal Hermes,318
30,11,2008,2008-11-01,2,1,1,4,258,0,Marechal Hermes,266
30,12,2008,2008-12-01,3,4,4,4,295,0,Marechal Hermes,310
30,1,2009,2009-01-01,1,3,5,10,288,0,Marechal Hermes,307
30,2,2009,2009-02-01,8,7,6,5,279,0,Marechal Hermes,305
30,3,2009,2009-03-01,10,2,4,10,330,0,Marechal Hermes,356
30,4,2009,2009-04-01,3,7,8,9,319,0,Marechal Hermes,346
30,5,2009,2009-05-01,2,12,5,6,327,0,Marechal Hermes,352
30,6,2009,2009-06-01,1,5,3,0,341,0,Marechal Hermes,350
30,7,2009,2009-07-01,1,1,1,3,336,0,Marechal Hermes,342
